No.,Time,Source,Destination,Protocol,Length,Info
23128,25.458129,10.97.172.240,157.240.1.23,TCP,74,54853  >  443 [ACK] Seq=8571 Ack=13495059 Win=2083328 Len=0 SLE=13655457 SRE=13658217 SLE=13503339 SRE=13503657
23129,25.458181,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13495059 Ack=8571 Win=58624 Len=1380
23130,25.458184,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13496439 Ack=8571 Win=58624 Len=1380
23131,25.458185,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13497819 Ack=8571 Win=58624 Len=1380
23132,25.458186,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13499199 Ack=8571 Win=58624 Len=1380
23133,25.458202,10.97.172.240,157.240.1.23,TCP,74,54853  >  443 [ACK] Seq=8571 Ack=13496439 Win=2081920 Len=0 SLE=13655457 SRE=13658217 SLE=13503339 SRE=13503657
23134,25.458202,10.97.172.240,157.240.1.23,TCP,74,54853  >  443 [ACK] Seq=8571 Ack=13497819 Win=2080576 Len=0 SLE=13655457 SRE=13658217 SLE=13503339 SRE=13503657
23135,25.458209,10.97.172.240,157.240.1.23,TCP,74,54853  >  443 [ACK] Seq=8571 Ack=13499199 Win=2079168 Len=0 SLE=13655457 SRE=13658217 SLE=13503339 SRE=13503657
23136,25.458209,10.97.172.240,157.240.1.23,TCP,74,54853  >  443 [ACK] Seq=8571 Ack=13500579 Win=2077824 Len=0 SLE=13655457 SRE=13658217 SLE=13503339 SRE=13503657
23137,25.458332,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13500579 Ack=8571 Win=58624 Len=1380
23138,25.458354,10.97.172.240,157.240.1.23,TCP,74,54853  >  443 [ACK] Seq=8571 Ack=13501959 Win=2076416 Len=0 SLE=13655457 SRE=13658217 SLE=13503339 SRE=13503657
23139,25.458395,10.97.172.240,157.240.1.23,TCP,74,[TCP Window Update] 54853  >  443 [ACK] Seq=8571 Ack=13501959 Win=2080512 Len=0 SLE=13655457 SRE=13658217 SLE=13503339 SRE=13503657
23140,25.458402,10.97.172.240,157.240.1.23,TCP,74,[TCP Window Update] 54853  >  443 [ACK] Seq=8571 Ack=13501959 Win=2084608 Len=0 SLE=13655457 SRE=13658217 SLE=13503339 SRE=13503657
23141,25.458415,10.97.172.240,157.240.1.23,TCP,74,[TCP Window Update] 54853  >  443 [ACK] Seq=8571 Ack=13501959 Win=2088704 Len=0 SLE=13655457 SRE=13658217 SLE=13503339 SRE=13503657
23142,25.45842,10.97.172.240,157.240.1.23,TCP,74,[TCP Window Update] 54853  >  443 [ACK] Seq=8571 Ack=13501959 Win=2092800 Len=0 SLE=13655457 SRE=13658217 SLE=13503339 SRE=13503657
23143,25.458433,10.97.172.240,157.240.1.23,TCP,74,[TCP Window Update] 54853  >  443 [ACK] Seq=8571 Ack=13501959 Win=2096896 Len=0 SLE=13655457 SRE=13658217 SLE=13503339 SRE=13503657
23144,25.459,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13501959 Ack=8571 Win=58624 Len=1380
23145,25.459003,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13503657 Ack=8571 Win=58624 Len=1380
23146,25.459004,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13505037 Ack=8571 Win=58624 Len=1380
23147,25.459005,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13506417 Ack=8571 Win=58624 Len=1380
23148,25.459006,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13507797 Ack=8571 Win=58624 Len=1380
23149,25.459008,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13509177 Ack=8571 Win=58624 Len=1380
23150,25.459097,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13510557 Ack=8571 Win=58624 Len=1380
23151,25.459099,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13511937 Ack=8571 Win=58624 Len=1380
23152,25.4591,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13513317 Ack=8571 Win=58624 Len=1380
23153,25.459101,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13514697 Ack=8571 Win=58624 Len=1380
23154,25.459102,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13516077 Ack=8571 Win=58624 Len=1380
23155,25.459115,10.97.172.240,157.240.1.23,TCP,66,54853  >  443 [ACK] Seq=8571 Ack=13503657 Win=2095424 Len=0 SLE=13655457 SRE=13658217
23156,25.459115,10.97.172.240,157.240.1.23,TCP,66,54853  >  443 [ACK] Seq=8571 Ack=13505037 Win=2094016 Len=0 SLE=13655457 SRE=13658217
23157,25.459115,10.97.172.240,157.240.1.23,TCP,66,54853  >  443 [ACK] Seq=8571 Ack=13506417 Win=2092672 Len=0 SLE=13655457 SRE=13658217
23158,25.459115,10.97.172.240,157.240.1.23,TCP,66,54853  >  443 [ACK] Seq=8571 Ack=13507797 Win=2091264 Len=0 SLE=13655457 SRE=13658217
23159,25.459115,10.97.172.240,157.240.1.23,TCP,66,54853  >  443 [ACK] Seq=8571 Ack=13509177 Win=2089920 Len=0 SLE=13655457 SRE=13658217
23160,25.459116,10.97.172.240,157.240.1.23,TCP,66,54853  >  443 [ACK] Seq=8571 Ack=13510557 Win=2088512 Len=0 SLE=13655457 SRE=13658217
23161,25.459116,10.97.172.240,157.240.1.23,TCP,66,54853  >  443 [ACK] Seq=8571 Ack=13511937 Win=2087168 Len=0 SLE=13655457 SRE=13658217
23162,25.459133,10.97.172.240,157.240.1.23,TCP,66,54853  >  443 [ACK] Seq=8571 Ack=13513317 Win=2085760 Len=0 SLE=13655457 SRE=13658217
23163,25.459133,10.97.172.240,157.240.1.23,TCP,66,54853  >  443 [ACK] Seq=8571 Ack=13514697 Win=2084352 Len=0 SLE=13655457 SRE=13658217
23164,25.459133,10.97.172.240,157.240.1.23,TCP,66,54853  >  443 [ACK] Seq=8571 Ack=13516077 Win=2083008 Len=0 SLE=13655457 SRE=13658217
23165,25.459133,10.97.172.240,157.240.1.23,TCP,66,54853  >  443 [ACK] Seq=8571 Ack=13517457 Win=2081600 Len=0 SLE=13655457 SRE=13658217
23166,25.459174,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13517457 Ack=8571 Win=58624 Len=1380
23167,25.459175,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13518837 Ack=8571 Win=58624 Len=1380
23168,25.459176,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13520217 Ack=8571 Win=58624 Len=1380
23169,25.459207,10.97.172.240,157.240.1.23,TCP,66,54853  >  443 [ACK] Seq=8571 Ack=13518837 Win=2080256 Len=0 SLE=13655457 SRE=13658217
23170,25.459207,10.97.172.240,157.240.1.23,TCP,66,54853  >  443 [ACK] Seq=8571 Ack=13520217 Win=2078848 Len=0 SLE=13655457 SRE=13658217
23171,25.459207,10.97.172.240,157.240.1.23,TCP,66,54853  >  443 [ACK] Seq=8571 Ack=13521597 Win=2077504 Len=0 SLE=13655457 SRE=13658217
23172,25.459274,10.97.172.240,157.240.1.23,TCP,66,[TCP Window Update] 54853  >  443 [ACK] Seq=8571 Ack=13521597 Win=2081600 Len=0 SLE=13655457 SRE=13658217
23173,25.45935,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13521597 Ack=8571 Win=58624 Len=1380
23174,25.459352,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13522977 Ack=8571 Win=58624 Len=1380
23175,25.459353,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13524357 Ack=8571 Win=58624 Len=1380
23176,25.459361,10.97.172.240,157.240.1.23,TCP,66,[TCP Window Update] 54853  >  443 [ACK] Seq=8571 Ack=13521597 Win=2085696 Len=0 SLE=13655457 SRE=13658217
23177,25.459361,10.97.172.240,157.240.1.23,TCP,66,[TCP Window Update] 54853  >  443 [ACK] Seq=8571 Ack=13521597 Win=2089792 Len=0 SLE=13655457 SRE=13658217
23178,25.459361,10.97.172.240,157.240.1.23,TCP,66,[TCP Window Update] 54853  >  443 [ACK] Seq=8571 Ack=13521597 Win=2093888 Len=0 SLE=13655457 SRE=13658217
23179,25.459361,10.97.172.240,157.240.1.23,TCP,66,[TCP Window Update] 54853  >  443 [ACK] Seq=8571 Ack=13521597 Win=2097152 Len=0 SLE=13655457 SRE=13658217
23180,25.459373,10.97.172.240,157.240.1.23,TCP,66,54853  >  443 [ACK] Seq=8571 Ack=13522977 Win=2095744 Len=0 SLE=13655457 SRE=13658217
23181,25.459377,10.97.172.240,157.240.1.23,TCP,66,54853  >  443 [ACK] Seq=8571 Ack=13524357 Win=2094336 Len=0 SLE=13655457 SRE=13658217
23182,25.459381,10.97.172.240,157.240.1.23,TCP,66,54853  >  443 [ACK] Seq=8571 Ack=13525737 Win=2092992 Len=0 SLE=13655457 SRE=13658217
23183,25.459749,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13525737 Ack=8571 Win=58624 Len=1380
23184,25.459751,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13527117 Ack=8571 Win=58624 Len=1380
23185,25.459752,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13528497 Ack=8571 Win=58624 Len=1380
23186,25.459753,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13529877 Ack=8571 Win=58624 Len=1380
23187,25.459754,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13531257 Ack=8571 Win=58624 Len=1380
23188,25.459755,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13532637 Ack=8571 Win=58624 Len=1380
23189,25.459791,10.97.172.240,157.240.1.23,TCP,66,54853  >  443 [ACK] Seq=8571 Ack=13527117 Win=2091584 Len=0 SLE=13655457 SRE=13658217
23190,25.459791,10.97.172.240,157.240.1.23,TCP,66,54853  >  443 [ACK] Seq=8571 Ack=13528497 Win=2090240 Len=0 SLE=13655457 SRE=13658217
23191,25.459791,10.97.172.240,157.240.1.23,TCP,66,54853  >  443 [ACK] Seq=8571 Ack=13529877 Win=2088832 Len=0 SLE=13655457 SRE=13658217
23192,25.459793,10.97.172.240,157.240.1.23,TCP,66,54853  >  443 [ACK] Seq=8571 Ack=13531257 Win=2087488 Len=0 SLE=13655457 SRE=13658217
23193,25.459806,10.97.172.240,157.240.1.23,TCP,66,54853  >  443 [ACK] Seq=8571 Ack=13532637 Win=2086080 Len=0 SLE=13655457 SRE=13658217
23194,25.459806,10.97.172.240,157.240.1.23,TCP,66,54853  >  443 [ACK] Seq=8571 Ack=13534017 Win=2084672 Len=0 SLE=13655457 SRE=13658217
23195,25.45986,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13534017 Ack=8571 Win=58624 Len=1380
23196,25.459863,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13535397 Ack=8571 Win=58624 Len=1380
23197,25.459864,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13536777 Ack=8571 Win=58624 Len=1380
23198,25.459884,10.97.172.240,157.240.1.23,TCP,66,54853  >  443 [ACK] Seq=8571 Ack=13535397 Win=2083328 Len=0 SLE=13655457 SRE=13658217
23199,25.459884,10.97.172.240,157.240.1.23,TCP,66,54853  >  443 [ACK] Seq=8571 Ack=13536777 Win=2081920 Len=0 SLE=13655457 SRE=13658217
23200,25.459891,10.97.172.240,157.240.1.23,TCP,66,54853  >  443 [ACK] Seq=8571 Ack=13538157 Win=2080576 Len=0 SLE=13655457 SRE=13658217
23201,25.459997,10.97.172.240,157.240.1.23,TCP,66,[TCP Window Update] 54853  >  443 [ACK] Seq=8571 Ack=13538157 Win=2084672 Len=0 SLE=13655457 SRE=13658217
23202,25.460014,10.97.172.240,157.240.1.23,TCP,66,[TCP Window Update] 54853  >  443 [ACK] Seq=8571 Ack=13538157 Win=2088768 Len=0 SLE=13655457 SRE=13658217
23203,25.460023,10.97.172.240,157.240.1.23,TCP,66,[TCP Window Update] 54853  >  443 [ACK] Seq=8571 Ack=13538157 Win=2092864 Len=0 SLE=13655457 SRE=13658217
23204,25.460035,10.97.172.240,157.240.1.23,TCP,66,[TCP Window Update] 54853  >  443 [ACK] Seq=8571 Ack=13538157 Win=2096960 Len=0 SLE=13655457 SRE=13658217
23205,25.460252,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13538157 Ack=8571 Win=58624 Len=1380
23206,25.460255,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13539537 Ack=8571 Win=58624 Len=1380
23207,25.460256,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13540917 Ack=8571 Win=58624 Len=1380
23208,25.460257,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13542297 Ack=8571 Win=58624 Len=1380
23209,25.460258,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13543677 Ack=8571 Win=58624 Len=1380
23210,25.46028,10.97.172.240,157.240.1.23,TCP,66,54853  >  443 [ACK] Seq=8571 Ack=13539537 Win=2095744 Len=0 SLE=13655457 SRE=13658217
23211,25.46028,10.97.172.240,157.240.1.23,TCP,66,54853  >  443 [ACK] Seq=8571 Ack=13540917 Win=2094336 Len=0 SLE=13655457 SRE=13658217
23212,25.460288,10.97.172.240,157.240.1.23,TCP,66,54853  >  443 [ACK] Seq=8571 Ack=13542297 Win=2092992 Len=0 SLE=13655457 SRE=13658217
23213,25.460288,10.97.172.240,157.240.1.23,TCP,66,54853  >  443 [ACK] Seq=8571 Ack=13543677 Win=2091584 Len=0 SLE=13655457 SRE=13658217
23214,25.460294,10.97.172.240,157.240.1.23,TCP,66,54853  >  443 [ACK] Seq=8571 Ack=13545057 Win=2090240 Len=0 SLE=13655457 SRE=13658217
23215,25.460349,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13545057 Ack=8571 Win=58624 Len=1380
23216,25.460355,10.97.172.240,157.240.1.23,TCP,66,[TCP Window Update] 54853  >  443 [ACK] Seq=8571 Ack=13545057 Win=2094336 Len=0 SLE=13655457 SRE=13658217
23217,25.460389,10.97.172.240,157.240.1.23,TCP,66,54853  >  443 [ACK] Seq=8571 Ack=13546437 Win=2092928 Len=0 SLE=13655457 SRE=13658217
23218,25.46039,10.97.172.240,157.240.1.23,TCP,66,[TCP Window Update] 54853  >  443 [ACK] Seq=8571 Ack=13546437 Win=2097024 Len=0 SLE=13655457 SRE=13658217
23219,25.46136,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13546437 Ack=8571 Win=58624 Len=1380
23220,25.461363,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13547817 Ack=8571 Win=58624 Len=1380
23221,25.461363,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13549197 Ack=8571 Win=58624 Len=1380
23222,25.461364,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13550577 Ack=8571 Win=58624 Len=1380
23223,25.461365,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13551957 Ack=8571 Win=58624 Len=1380
23224,25.461367,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13553337 Ack=8571 Win=58624 Len=1380
23225,25.461368,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13554717 Ack=8571 Win=58624 Len=1380
23226,25.461404,10.97.172.240,157.240.1.23,TCP,66,54853  >  443 [ACK] Seq=8571 Ack=13547817 Win=2095744 Len=0 SLE=13655457 SRE=13658217
23227,25.461404,10.97.172.240,157.240.1.23,TCP,66,54853  >  443 [ACK] Seq=8571 Ack=13549197 Win=2094336 Len=0 SLE=13655457 SRE=13658217
23228,25.461405,10.97.172.240,157.240.1.23,TCP,66,54853  >  443 [ACK] Seq=8571 Ack=13550577 Win=2092992 Len=0 SLE=13655457 SRE=13658217
23229,25.461405,10.97.172.240,157.240.1.23,TCP,66,54853  >  443 [ACK] Seq=8571 Ack=13551957 Win=2091584 Len=0 SLE=13655457 SRE=13658217
23230,25.461405,10.97.172.240,157.240.1.23,TCP,66,54853  >  443 [ACK] Seq=8571 Ack=13553337 Win=2090240 Len=0 SLE=13655457 SRE=13658217
23231,25.461405,10.97.172.240,157.240.1.23,TCP,66,54853  >  443 [ACK] Seq=8571 Ack=13554717 Win=2088832 Len=0 SLE=13655457 SRE=13658217
23232,25.461405,10.97.172.240,157.240.1.23,TCP,66,54853  >  443 [ACK] Seq=8571 Ack=13556097 Win=2087488 Len=0 SLE=13655457 SRE=13658217
23233,25.461459,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13556097 Ack=8571 Win=58624 Len=1380
23234,25.461462,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13557477 Ack=8571 Win=58624 Len=1380
23235,25.461463,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13558857 Ack=8571 Win=58624 Len=1380
23236,25.461464,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13560237 Ack=8571 Win=58624 Len=1380
23237,25.46147,10.97.172.240,157.240.1.23,TCP,66,[TCP Window Update] 54853  >  443 [ACK] Seq=8571 Ack=13556097 Win=2091584 Len=0 SLE=13655457 SRE=13658217
23238,25.461471,10.97.172.240,157.240.1.23,TCP,66,[TCP Window Update] 54853  >  443 [ACK] Seq=8571 Ack=13556097 Win=2095680 Len=0 SLE=13655457 SRE=13658217
23239,25.461477,10.97.172.240,157.240.1.23,TCP,66,54853  >  443 [ACK] Seq=8571 Ack=13557477 Win=2094272 Len=0 SLE=13655457 SRE=13658217
23240,25.461477,10.97.172.240,157.240.1.23,TCP,66,54853  >  443 [ACK] Seq=8571 Ack=13558857 Win=2092864 Len=0 SLE=13655457 SRE=13658217
23241,25.461482,10.97.172.240,157.240.1.23,TCP,66,54853  >  443 [ACK] Seq=8571 Ack=13560237 Win=2091584 Len=0 SLE=13655457 SRE=13658217
23242,25.461487,10.97.172.240,157.240.1.23,TCP,66,[TCP Window Update] 54853  >  443 [ACK] Seq=8571 Ack=13560237 Win=2095616 Len=0 SLE=13655457 SRE=13658217
23243,25.46149,10.97.172.240,157.240.1.23,TCP,66,54853  >  443 [ACK] Seq=8571 Ack=13561617 Win=2094208 Len=0 SLE=13655457 SRE=13658217
23244,25.461495,10.97.172.240,157.240.1.23,TCP,66,[TCP Window Update] 54853  >  443 [ACK] Seq=8571 Ack=13561617 Win=2097152 Len=0 SLE=13655457 SRE=13658217
23245,25.461534,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13561617 Ack=8571 Win=58624 Len=1380
23246,25.461536,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13562997 Ack=8571 Win=58624 Len=1380
23247,25.461537,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13564377 Ack=8571 Win=58624 Len=1380
23248,25.461561,10.97.172.240,157.240.1.23,TCP,66,54853  >  443 [ACK] Seq=8571 Ack=13562997 Win=2095744 Len=0 SLE=13655457 SRE=13658217
23249,25.461562,10.97.172.240,157.240.1.23,TCP,66,54853  >  443 [ACK] Seq=8571 Ack=13564377 Win=2094336 Len=0 SLE=13655457 SRE=13658217
23250,25.461562,10.97.172.240,157.240.1.23,TCP,66,54853  >  443 [ACK] Seq=8571 Ack=13565757 Win=2092992 Len=0 SLE=13655457 SRE=13658217
23251,25.461684,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13565757 Ack=8571 Win=58624 Len=1380
23252,25.461686,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13567137 Ack=8571 Win=58624 Len=1380
23253,25.461687,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13568517 Ack=8571 Win=58624 Len=1380
23254,25.461688,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13569897 Ack=8571 Win=58624 Len=1380
23255,25.461689,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13571277 Ack=8571 Win=58624 Len=1380
23256,25.461706,10.97.172.240,157.240.1.23,TCP,66,54853  >  443 [ACK] Seq=8571 Ack=13567137 Win=2091584 Len=0 SLE=13655457 SRE=13658217
23257,25.461706,10.97.172.240,157.240.1.23,TCP,66,54853  >  443 [ACK] Seq=8571 Ack=13568517 Win=2090240 Len=0 SLE=13655457 SRE=13658217
23258,25.461713,10.97.172.240,157.240.1.23,TCP,66,54853  >  443 [ACK] Seq=8571 Ack=13569897 Win=2088832 Len=0 SLE=13655457 SRE=13658217
23259,25.461713,10.97.172.240,157.240.1.23,TCP,66,54853  >  443 [ACK] Seq=8571 Ack=13571277 Win=2087488 Len=0 SLE=13655457 SRE=13658217
23260,25.461718,10.97.172.240,157.240.1.23,TCP,66,54853  >  443 [ACK] Seq=8571 Ack=13572657 Win=2086080 Len=0 SLE=13655457 SRE=13658217
23261,25.461779,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13572657 Ack=8571 Win=58624 Len=1380
23262,25.461781,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13574037 Ack=8571 Win=58624 Len=1380
23263,25.461787,10.97.172.240,157.240.1.23,TCP,66,[TCP Window Update] 54853  >  443 [ACK] Seq=8571 Ack=13572657 Win=2090176 Len=0 SLE=13655457 SRE=13658217
23264,25.461813,10.97.172.240,157.240.1.23,TCP,66,54853  >  443 [ACK] Seq=8571 Ack=13574037 Win=2088768 Len=0 SLE=13655457 SRE=13658217
23265,25.461813,10.97.172.240,157.240.1.23,TCP,66,54853  >  443 [ACK] Seq=8571 Ack=13575417 Win=2087424 Len=0 SLE=13655457 SRE=13658217
23266,25.461821,10.97.172.240,157.240.1.23,TCP,66,[TCP Window Update] 54853  >  443 [ACK] Seq=8571 Ack=13575417 Win=2091520 Len=0 SLE=13655457 SRE=13658217
23267,25.461834,10.97.172.240,157.240.1.23,TCP,66,[TCP Window Update] 54853  >  443 [ACK] Seq=8571 Ack=13575417 Win=2095616 Len=0 SLE=13655457 SRE=13658217
23268,25.462868,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13575417 Ack=8571 Win=58624 Len=1380
23269,25.46287,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13576797 Ack=8571 Win=58624 Len=1380
23270,25.462871,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13578177 Ack=8571 Win=58624 Len=1380
23271,25.462872,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13579557 Ack=8571 Win=58624 Len=1380
23272,25.462901,10.97.172.240,157.240.1.23,TCP,66,54853  >  443 [ACK] Seq=8571 Ack=13576797 Win=2095744 Len=0 SLE=13655457 SRE=13658217
23273,25.462901,10.97.172.240,157.240.1.23,TCP,66,54853  >  443 [ACK] Seq=8571 Ack=13578177 Win=2094336 Len=0 SLE=13655457 SRE=13658217
23274,25.462901,10.97.172.240,157.240.1.23,TCP,66,54853  >  443 [ACK] Seq=8571 Ack=13579557 Win=2092992 Len=0 SLE=13655457 SRE=13658217
23275,25.462901,10.97.172.240,157.240.1.23,TCP,66,54853  >  443 [ACK] Seq=8571 Ack=13580937 Win=2091584 Len=0 SLE=13655457 SRE=13658217
23276,25.462973,10.97.172.240,157.240.1.23,TCP,66,[TCP Window Update] 54853  >  443 [ACK] Seq=8571 Ack=13580937 Win=2095680 Len=0 SLE=13655457 SRE=13658217
23277,25.463799,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13580937 Ack=8571 Win=58624 Len=1380
23278,25.463801,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13582317 Ack=8571 Win=58624 Len=1380
23279,25.463802,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13583697 Ack=8571 Win=58624 Len=1380
23280,25.463802,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13585077 Ack=8571 Win=58624 Len=1380
23281,25.463803,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13586457 Ack=8571 Win=58624 Len=1380
23282,25.463805,157.240.1.23,10.97.172.240,TCP,1434,[TCP Retransmission] 443  >  54853 [ACK] Seq=13587837 Ack=8571 Win=58624 Len=1380
23283,25.463837,10.97.172.240,157.240.1.23,TCP,66,54853  >  443 [ACK] Seq=8571 Ack=13582317 Win=2095744 Len=0 SLE=13655457 SRE=13658217
23284,25.463837,10.97.172.240,157.240.1.23,TCP,66,54853  >  443 [ACK] Seq=8571 Ack=13583697 Win=2094336 Len=0 SLE=13655457 SRE=13658217
23285,25.463837,10.97.172.240,157.240.1.23,TCP,66,54853  >  443 [ACK] Seq=8571 Ack=13585077 Win=2092992 Len=0 SLE=13655457 SRE=13658217
23286,25.463838,10.97.172.240,157.240.1.23,TCP,66,54853  >  443 [ACK] Seq=8571 Ack=13586457 Win=2091584 Len=0 SLE=13655457 SRE=13658217
23287,25.463838,10.97.172.240,157.240.1.23,TCP,66,54853  >  443 [ACK] Seq=8571 Ack=13587837 Win=2090240 Len=0 SLE=13655457 SRE=13658217
23288,25.463838,10.97.172.240,157.240.1.23,TCP,66,54853  >  443 [ACK] Seq=8571 Ack=13589217 Win=2088832 Len=0 SLE=13655457 SRE=13658217
23289,25.463902,10.97.172.240,157.240.1.23,TCP,66,[TCP Window Update] 54853  >  443 [ACK] Seq=8571 Ack=13589217 Win=2092928 Len=0 SLE=13655457 SRE=13658217
